Batch ID,Product,Line ID,Shift,Operator,Start Time,End Time,Ambient Temp (°C),Step No.,Process Step,Raw Materials (kg),Lot Number(s),Quantity Deviation (%),Equipment Used,Equipment ID/Model,Control Parameter,Setpoint Value,Measured Value,Unit,Tolerance Range,Alarm (Y/N),Alarm Type,SPC Status,Sensor Calibrated (Y/N),Energy Consumption (kWh),Maintenance Flag (Y/N),Operator Notes,Quality Check (Y/N)
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:00:00,2025-01-11 11:20:00,19.9,1,Milling,Wheat (1000),Wheat-LOT4137,2.26,Roller Mill,Bühler MDDK,Feed Rate,200.0,199.97,kg,190.0 to 210.0,N,None,In Control,N,7.1,N,Filter check done,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:20:00,2025-01-11 11:40:00,19.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6259, Water-LOT1302, Yeast-LOT5980",2.59,Dough Mixer,Diosna SP120,Rotation Speed,80.0,77.86,rpm,60 to 120,N,None,In Control,N,8.24,N,Minor deviation corrected,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:20:00,2025-01-11 11:40:00,19.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6259, Water-LOT1302, Yeast-LOT5980",2.59,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.7,°C,25 to 27,N,None,In Control,N,7.46,N,Sensor recalibrated,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:40:00,2025-01-11 12:00:00,19.9,3,Fermentation,Dough (1000),Dough-LOT5864,-0.73,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.5,°C,30 to 35,N,None,In Control,Y,7.76,N,Minor deviation corrected,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:40:00,2025-01-11 12:00:00,19.9,3,Fermentation,Dough (1000),Dough-LOT5864,-0.73,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.23,%,75 to 85,N,None,In Control,Y,7.36,N,Filter check done,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 12:00:00,2025-01-11 12:20:00,19.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5078,-0.57,Industrial Oven,MIWE Aero,Oven Temp,230.0,241.9,°C,200 to 250,N,None,In Control,Y,6.37,N,Operator verified,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 12:00:00,2025-01-11 12:20:00,19.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5078,-0.57,Industrial Oven,MIWE Aero,Baking Time,25.0,25.44,min,20 to 30,N,None,In Control,Y,7.19,N,Minor deviation corrected,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:00:00,2025-01-12 11:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT4938,-0.55,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,6.43,N,Sensor recalibrated,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:00:00,2025-01-12 11:20:00,21.1,1,Milling,Wheat (1000),Wheat-LOT4938,-0.55,Roller Mill,Bühler MDDK,Feed Rate,200.0,193.64,kg,190.0 to 210.0,N,None,In Control,N,5.73,N,All normal,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:20:00,2025-01-12 11:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3259, Water-LOT5625, Yeast-LOT6518",-1.78,Dough Mixer,Diosna SP120,Rotation Speed,80.0,60.0,rpm,60 to 120,N,None,In Control,N,6.53,N,Filter check done,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:20:00,2025-01-12 11:40:00,21.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3259, Water-LOT5625, Yeast-LOT6518",-1.78,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.2,°C,25 to 27,N,None,In Control,N,7.37,N,Minor deviation corrected,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:40:00,2025-01-12 12:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT6481,-1.87,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.8,°C,30 to 35,N,None,In Control,Y,6.43,N,Routine maintenance soon,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 11:40:00,2025-01-12 12:00:00,21.1,3,Fermentation,Dough (1000),Dough-LOT6481,-1.87,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.42,%,75 to 85,N,None,In Control,N,6.75,N,Filter check done,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 12:00:00,2025-01-12 12:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6829,2.68,Industrial Oven,MIWE Aero,Oven Temp,230.0,227.0,°C,200 to 250,N,None,In Control,N,8.62,N,Filter check done,Y
BRE-022,Bread,Line-1,C,Op-303,2025-01-12 12:00:00,2025-01-12 12:20:00,21.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6829,2.68,Industrial Oven,MIWE Aero,Baking Time,25.0,25.49,min,20 to 30,N,None,In Control,Y,8.42,N,Routine maintenance soon,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:00:00,2025-01-12 08:20:00,19.5,1,Milling,Wheat (1000),Wheat-LOT6309,-2.75,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.75,N,Minor deviation corrected,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:00:00,2025-01-12 08:20:00,19.5,1,Milling,Wheat (1000),Wheat-LOT6309,-2.75,Roller Mill,Bühler MDDK,Feed Rate,200.0,199.77,kg,190.0 to 210.0,N,None,In Control,N,7.5,N,Operator verified,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:20:00,2025-01-12 08:40:00,19.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1800, Water-LOT2449, Yeast-LOT5424",2.59,Dough Mixer,Diosna SP120,Rotation Speed,80.0,95.37,rpm,60 to 120,N,None,In Control,Y,5.51,N,Adjustment required,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:20:00,2025-01-12 08:40:00,19.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1800, Water-LOT2449, Yeast-LOT5424",2.59,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.3,°C,25 to 27,N,None,In Control,N,6.22,N,Filter check done,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:40:00,2025-01-12 09:00:00,19.5,3,Fermentation,Dough (1000),Dough-LOT1644,0.88,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.5,°C,30 to 35,N,None,In Control,N,6.95,N,Minor deviation corrected,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 08:40:00,2025-01-12 09:00:00,19.5,3,Fermentation,Dough (1000),Dough-LOT1644,0.88,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,76.44,%,75 to 85,N,None,Out of Control,N,8.03,N,Sensor recalibrated,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 09:00:00,2025-01-12 09:20:00,19.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6726,-1.4,Industrial Oven,MIWE Aero,Oven Temp,230.0,233.0,°C,200 to 250,N,None,In Control,Y,8.23,N,All normal,Y
BRE-023,Bread,Line-2,A,Op-202,2025-01-12 09:00:00,2025-01-12 09:20:00,19.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6726,-1.4,Industrial Oven,MIWE Aero,Baking Time,25.0,24.45,min,20 to 30,N,None,In Control,Y,8.78,N,Adjustment required,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:00:00,2025-01-13 09:20:00,24.5,1,Milling,Wheat (1000),Wheat-LOT8508,-2.75,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.2,mm,0.19999999999999998 to 0.4,N,None,Out of Control,N,7.44,N,Operator verified,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:00:00,2025-01-13 09:20:00,24.5,1,Milling,Wheat (1000),Wheat-LOT8508,-2.75,Roller Mill,Bühler MDDK,Feed Rate,200.0,201.15,kg,190.0 to 210.0,N,None,In Control,N,7.91,Y,Filter check done,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:20:00,2025-01-13 09:40:00,24.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT2110, Water-LOT7674, Yeast-LOT7062",0.72,Dough Mixer,Diosna SP120,Rotation Speed,80.0,91.34,rpm,60 to 120,N,None,In Control,Y,7.48,N,Sensor recalibrated,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:20:00,2025-01-13 09:40:00,24.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT2110, Water-LOT7674, Yeast-LOT7062",0.72,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.9,°C,25 to 27,N,None,In Control,N,6.27,N,All normal,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:40:00,2025-01-13 10:00:00,24.5,3,Fermentation,Dough (1000),Dough-LOT2923,-1.54,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,33.0,°C,30 to 35,N,None,In Control,Y,7.74,N,Equipment stable,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 09:40:00,2025-01-13 10:00:00,24.5,3,Fermentation,Dough (1000),Dough-LOT2923,-1.54,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,81.9,%,75 to 85,N,None,In Control,Y,8.44,N,Filter check done,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 10:00:00,2025-01-13 10:20:00,24.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1612,4.35,Industrial Oven,MIWE Aero,Oven Temp,230.0,229.9,°C,200 to 250,N,None,In Control,N,7.17,N,Equipment stable,Y
BRE-024,Bread,Line-3,C,Op-101,2025-01-13 10:00:00,2025-01-13 10:20:00,24.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1612,4.35,Industrial Oven,MIWE Aero,Baking Time,25.0,28.37,min,20 to 30,N,None,In Control,N,8.36,N,Minor deviation corrected,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:00:00,2025-01-13 07:20:00,21.8,1,Milling,Wheat (1000),Wheat-LOT1576,2.88,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.1,N,Operator verified,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:00:00,2025-01-13 07:20:00,21.8,1,Milling,Wheat (1000),Wheat-LOT1576,2.88,Roller Mill,Bühler MDDK,Feed Rate,200.0,198.82,kg,190.0 to 210.0,N,None,In Control,Y,7.93,N,Routine maintenance soon,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:20:00,2025-01-13 07:40:00,21.8,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3127, Water-LOT4958, Yeast-LOT5529",-0.79,Dough Mixer,Diosna SP120,Rotation Speed,80.0,98.26,rpm,60 to 120,N,None,In Control,Y,6.96,N,Sensor recalibrated,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:20:00,2025-01-13 07:40:00,21.8,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3127, Water-LOT4958, Yeast-LOT5529",-0.79,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.7,°C,25 to 27,N,None,In Control,Y,6.76,N,Minor deviation corrected,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:40:00,2025-01-13 08:00:00,21.8,3,Fermentation,Dough (1000),Dough-LOT9720,3.84,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,33.4,°C,30 to 35,N,None,In Control,Y,8.01,N,Adjustment required,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 07:40:00,2025-01-13 08:00:00,21.8,3,Fermentation,Dough (1000),Dough-LOT9720,3.84,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.52,%,75 to 85,N,None,In Control,N,7.26,Y,Filter check done,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 08:00:00,2025-01-13 08:20:00,21.8,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5746,2.91,Industrial Oven,MIWE Aero,Oven Temp,230.0,235.2,°C,200 to 250,N,None,In Control,Y,8.16,N,All normal,Y
BRE-025,Bread,Line-1,B,Op-303,2025-01-13 08:00:00,2025-01-13 08:20:00,21.8,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5746,2.91,Industrial Oven,MIWE Aero,Baking Time,25.0,24.37,min,20 to 30,N,None,In Control,N,8.45,N,Sensor recalibrated,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:00:00,2025-01-14 18:20:00,22.0,1,Milling,Wheat (1000),Wheat-LOT4908,-2.41,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,6.43,N,Sensor recalibrated,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:00:00,2025-01-14 18:20:00,22.0,1,Milling,Wheat (1000),Wheat-LOT4908,-2.41,Roller Mill,Bühler MDDK,Feed Rate,200.0,195.39,kg,190.0 to 210.0,N,None,In Control,Y,6.56,N,Operator verified,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:20:00,2025-01-14 18:40:00,22.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT8776, Water-LOT7409, Yeast-LOT6653",-1.92,Dough Mixer,Diosna SP120,Rotation Speed,80.0,75.16,rpm,60 to 120,N,None,In Control,N,8.59,N,Minor deviation corrected,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:20:00,2025-01-14 18:40:00,22.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT8776, Water-LOT7409, Yeast-LOT6653",-1.92,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.9,°C,25 to 27,N,None,In Control,N,9.12,N,Routine maintenance soon,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:40:00,2025-01-14 19:00:00,22.0,3,Fermentation,Dough (1000),Dough-LOT6339,-2.68,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.4,°C,30 to 35,N,None,In Control,N,8.29,N,Equipment stable,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 18:40:00,2025-01-14 19:00:00,22.0,3,Fermentation,Dough (1000),Dough-LOT6339,-2.68,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.12,%,75 to 85,N,None,In Control,Y,8.48,N,Filter check done,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 19:00:00,2025-01-14 19:20:00,22.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2906,0.26,Industrial Oven,MIWE Aero,Oven Temp,230.0,233.7,°C,200 to 250,N,None,In Control,N,8.16,N,Minor deviation corrected,Y
BRE-026,Bread,Line-2,A,Op-202,2025-01-14 19:00:00,2025-01-14 19:20:00,22.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2906,0.26,Industrial Oven,MIWE Aero,Baking Time,25.0,24.18,min,20 to 30,N,None,In Control,Y,7.86,N,Minor deviation corrected,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:00:00,2025-01-14 10:20:00,20.9,1,Milling,Wheat (1000),Wheat-LOT6295,-1.38,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.04,N,Adjustment required,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:00:00,2025-01-14 10:20:00,20.9,1,Milling,Wheat (1000),Wheat-LOT6295,-1.38,Roller Mill,Bühler MDDK,Feed Rate,200.0,203.64,kg,190.0 to 210.0,N,None,In Control,N,6.78,N,Adjustment required,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:20:00,2025-01-14 10:40:00,20.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9484, Water-LOT6944, Yeast-LOT2692",0.29,Dough Mixer,Diosna SP120,Rotation Speed,80.0,97.7,rpm,60 to 120,N,None,In Control,Y,7.66,N,Sensor recalibrated,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:20:00,2025-01-14 10:40:00,20.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9484, Water-LOT6944, Yeast-LOT2692",0.29,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.7,°C,25 to 27,N,None,In Control,N,7.58,N,Operator verified,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:40:00,2025-01-14 11:00:00,20.9,3,Fermentation,Dough (1000),Dough-LOT2686,-2.62,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.4,°C,30 to 35,N,None,In Control,Y,9.33,N,All normal,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 10:40:00,2025-01-14 11:00:00,20.9,3,Fermentation,Dough (1000),Dough-LOT2686,-2.62,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,77.27,%,75 to 85,N,None,In Control,N,9.41,N,Adjustment required,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 11:00:00,2025-01-14 11:20:00,20.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2570,-3.13,Industrial Oven,MIWE Aero,Oven Temp,230.0,238.9,°C,200 to 250,N,None,In Control,Y,4.86,N,Adjustment required,Y
BRE-027,Bread,Line-3,C,Op-404,2025-01-14 11:00:00,2025-01-14 11:20:00,20.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2570,-3.13,Industrial Oven,MIWE Aero,Baking Time,25.0,27.91,min,20 to 30,N,None,In Control,N,5.89,N,Filter check done,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:00:00,2025-01-15 06:20:00,22.4,1,Milling,Wheat (1000),Wheat-LOT6508,-0.17,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,9.05,N,Adjustment required,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:00:00,2025-01-15 06:20:00,22.4,1,Milling,Wheat (1000),Wheat-LOT6508,-0.17,Roller Mill,Bühler MDDK,Feed Rate,200.0,203.57,kg,190.0 to 210.0,N,None,In Control,N,8.24,N,Operator verified,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:20:00,2025-01-15 06:40:00,22.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6525, Water-LOT5768, Yeast-LOT2955",0.94,Dough Mixer,Diosna SP120,Rotation Speed,80.0,89.5,rpm,60 to 120,N,None,In Control,Y,6.98,N,Minor deviation corrected,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:20:00,2025-01-15 06:40:00,22.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6525, Water-LOT5768, Yeast-LOT2955",0.94,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.3,°C,25 to 27,N,None,In Control,N,7.67,N,Sensor recalibrated,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:40:00,2025-01-15 07:00:00,22.4,3,Fermentation,Dough (1000),Dough-LOT2511,-1.2,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.0,°C,30 to 35,N,None,In Control,Y,7.13,N,Minor deviation corrected,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 06:40:00,2025-01-15 07:00:00,22.4,3,Fermentation,Dough (1000),Dough-LOT2511,-1.2,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.5,%,75 to 85,N,None,In Control,Y,7.18,N,Sensor recalibrated,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 07:00:00,2025-01-15 07:20:00,22.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7292,-0.56,Industrial Oven,MIWE Aero,Oven Temp,230.0,238.5,°C,200 to 250,N,None,In Control,Y,8.34,N,Routine maintenance soon,Y
BRE-028,Bread,Line-3,A,Op-404,2025-01-15 07:00:00,2025-01-15 07:20:00,22.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7292,-0.56,Industrial Oven,MIWE Aero,Baking Time,25.0,28.53,min,20 to 30,N,None,Out of Control,Y,8.51,N,Routine maintenance soon,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:00:00,2025-01-15 12:20:00,23.1,1,Milling,Wheat (1000),Wheat-LOT7751,-1.23,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,8.03,N,Sensor recalibrated,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:00:00,2025-01-15 12:20:00,23.1,1,Milling,Wheat (1000),Wheat-LOT7751,-1.23,Roller Mill,Bühler MDDK,Feed Rate,200.0,204.43,kg,190.0 to 210.0,N,None,In Control,N,8.21,N,Equipment stable,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:20:00,2025-01-15 12:40:00,23.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3897, Water-LOT3878, Yeast-LOT2195",-0.26,Dough Mixer,Diosna SP120,Rotation Speed,80.0,74.42,rpm,60 to 120,N,None,In Control,Y,6.78,N,Operator verified,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:20:00,2025-01-15 12:40:00,23.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3897, Water-LOT3878, Yeast-LOT2195",-0.26,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.1,°C,25 to 27,N,None,In Control,N,5.3,N,Sensor recalibrated,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:40:00,2025-01-15 13:00:00,23.1,3,Fermentation,Dough (1000),Dough-LOT3170,3.1,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,30.1,°C,30 to 35,N,None,In Control,Y,6.97,N,Filter check done,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 12:40:00,2025-01-15 13:00:00,23.1,3,Fermentation,Dough (1000),Dough-LOT3170,3.1,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.32,%,75 to 85,N,None,In Control,Y,7.67,N,Routine maintenance soon,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 13:00:00,2025-01-15 13:20:00,23.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3335,-1.08,Industrial Oven,MIWE Aero,Oven Temp,230.0,224.2,°C,200 to 250,N,None,In Control,N,8.79,N,Adjustment required,Y
BRE-029,Bread,Line-2,B,Op-101,2025-01-15 13:00:00,2025-01-15 13:20:00,23.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3335,-1.08,Industrial Oven,MIWE Aero,Baking Time,25.0,26.92,min,20 to 30,N,None,In Control,N,8.64,N,Filter check done,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:00:00,2025-01-16 16:20:00,26.2,1,Milling,Wheat (1000),Wheat-LOT3541,0.54,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.97,N,Minor deviation corrected,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:00:00,2025-01-16 16:20:00,26.2,1,Milling,Wheat (1000),Wheat-LOT3541,0.54,Roller Mill,Bühler MDDK,Feed Rate,200.0,197.78,kg,190.0 to 210.0,N,None,In Control,N,8.51,Y,Filter check done,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:20:00,2025-01-16 16:40:00,26.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6832, Water-LOT9045, Yeast-LOT4105",-0.58,Dough Mixer,Diosna SP120,Rotation Speed,80.0,78.37,rpm,60 to 120,N,None,In Control,N,6.55,N,Routine maintenance soon,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:20:00,2025-01-16 16:40:00,26.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6832, Water-LOT9045, Yeast-LOT4105",-0.58,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.6,°C,25 to 27,N,None,In Control,Y,5.91,N,Sensor recalibrated,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:40:00,2025-01-16 17:00:00,26.2,3,Fermentation,Dough (1000),Dough-LOT2672,-0.68,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.3,°C,30 to 35,N,None,In Control,N,7.21,N,Routine maintenance soon,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 16:40:00,2025-01-16 17:00:00,26.2,3,Fermentation,Dough (1000),Dough-LOT2672,-0.68,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,80.07,%,75 to 85,N,None,In Control,Y,7.43,N,Minor deviation corrected,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 17:00:00,2025-01-16 17:20:00,26.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7528,0.51,Industrial Oven,MIWE Aero,Oven Temp,230.0,228.3,°C,200 to 250,N,None,In Control,Y,7.94,N,All normal,Y
BRE-030,Bread,Line-1,C,Op-303,2025-01-16 17:00:00,2025-01-16 17:20:00,26.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7528,0.51,Industrial Oven,MIWE Aero,Baking Time,25.0,25.57,min,20 to 30,N,None,In Control,Y,7.92,Y,Equipment stable,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:00:00,2025-01-16 10:20:00,17.9,1,Milling,Wheat (1000),Wheat-LOT1892,1.94,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.04,N,Routine maintenance soon,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:00:00,2025-01-16 10:20:00,17.9,1,Milling,Wheat (1000),Wheat-LOT1892,1.94,Roller Mill,Bühler MDDK,Feed Rate,200.0,199.34,kg,190.0 to 210.0,N,None,In Control,N,7.21,N,Operator verified,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:20:00,2025-01-16 10:40:00,17.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3878, Water-LOT8053, Yeast-LOT3517",-0.64,Dough Mixer,Diosna SP120,Rotation Speed,80.0,78.15,rpm,60 to 120,N,None,In Control,Y,8.55,Y,Minor deviation corrected,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:20:00,2025-01-16 10:40:00,17.9,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3878, Water-LOT8053, Yeast-LOT3517",-0.64,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.0,°C,25 to 27,N,None,In Control,N,8.7,N,Sensor recalibrated,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:40:00,2025-01-16 11:00:00,17.9,3,Fermentation,Dough (1000),Dough-LOT8564,5.01,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.8,°C,30 to 35,N,None,In Control,Y,6.95,N,Routine maintenance soon,Y
BRE-031,Bread,Line-3,B,Op-404,2025-01-16 10:40:00,2025-01-16 11:00:00,17.9,3,Fermentation,Dough (1000),Dough-LOT8564,5.01,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,80.19,%,75 to 85,N,None,In Control,N,6.9,N,Operator verified,Y
